	sentiment	content
813	sadness	 adam samberg  new moon trailor  good evening  too bad my cable is off as of friday
814	worry	 what happened im afraid i missed a large part of the story
816	neutral	 hell yes  im too late 
819	fun	creeped it up at the ice cream social good times  lars and the real girl such a sad movie
821	worry	closeness or distance closeness  but now everything seems so distant 
824	fun	 hey i loved acs but i had to see it online is not here yet   cant wait to buy it you look amazing there
825	worry	  my thoughts dwell on a certain person
826	worry	fml my work uniform is on the washing line
827	worry	ohh shit i just realized she still not talking to me  it b like dat some times 
828	sadness	on my 42nd written fuck  i get less ideas every day and every day
829	worry	 naw it doesnt match up lol and i have no shenanigans to discuss   but i did do the thing 
831	worry	 dude i didnt know it was a personal experience  sorry something like that went down
832	worry	 aww well i just randomly woke up and now i cant sleep too many things on my mind
833	worry	 me too baby  miss you
834	neutral	 since obviously living in alaska only a few radio stations we get here 
835	anger	i just murdered two fucking mouses now i cant sleep
836	neutral	oh noes   hey whats my tatoo say
837	neutral	 i dont have a vcr 
838	sadness	 i wish i could have time for my xbox  project all tied
839	worry	all my pancakes always end up soggy 
840	worry	4 very big zongzi for lunch ate more but not work more work less but eat more what  can i do wh it too useless become 
843	surprise	wow  that hurt way worse than i thought it would 
844	worry	why do none of my thoughts make sense when im sober
845	neutral	 i know right  but hopefully something comes up though
846	worry	i cant to sleep and tomorrow i must wake up too early
847	worry	 as it is now my body has already developed a mind of its own but that mind refuses to cooperate with set schedules
850	worry	nursing bruises from motorbike crash on wednesday night leaving london workplace  the ground is so much harder the older you get
851	worry	so bored i have a headache 
853	sadness	feels like crap whenever she lays down  1 i hate heartburn amp backaches
859	neutral	its only 0 2 just give me my 3 points
861	worry	another build failed something is not right in the big scheme of things
862	worry	my wife took my last 20 no mcdonalds breakfast for me today
863	love	i wish i was going to we love sounds
867	worry	on my way to nottingham i so dont want to be going
868	surprise	no churchill downs for me tomorrow
869	neutral	to chicago  but why isnt my ride calling me back
870	neutral	k goodnight gotta do chuck e cheese tomorrow following kindergarten shots and physical  bla
871	worry	i need to wake up earlier so im actually tired enough to fall asleep
873	neutral	ive got to catch the bus to work
877	love	 funny u havent showed me any love yet at all
880	neutral	 if it makes you feel better i lost 10 overnight cause i posted a picture of a baby
883	surprise	josh just called me a big bucket of ugly  wish me luck for my audition tweets
885	surprise	 im trying to self learn photoshop but its not going so well
886	worry	 ever seen the tv show dead like me i died and became a grim reaper  taking peoples souls after accidents
887	neutral	 im sorry  im thinking about you and hope the week gets better
889	sadness	my throat hurts  gonna go read and go to bed  text mee
890	worry	i am dying to hangout on a friday afternoon 
895	sadness	wondering how come mcdonalds take so long to deliver my food 
897	sadness	   much more injustice than we can imagine now  it will get worse before it gets better i am afraid  no doubt here  sorry
898	neutral	will miss nostalgia   everyone please kick tushar
899	sadness	sooo im kind of sick n tired of the bs that guys dish out  
900	worry	class color day tomorrow last time  i have a lot to remember for tomorrow but i bet ill forget 
903	anger	wtf facebook just cleared out my whole survey and i was on the last q this night gets better and better  what else is next
907	worry	 take my advice lookin through the phone cost me my relationship
908	fun	was playing street fighter iv and seth raped me
909	anger	its weird being at the guys house without them here  i dont like it
910	surprise	fuck wasting deodorant  i aint goin no where  i aint havin company  let me funk it to ya
911	neutral	 i wish i knew  the curse of tumblr 
912	sadness	what a beautiful day  shame ive got to spend it in an office
915	worry	 oh i know how budgeting is 
916	sadness	just finished watching the series return of the chasers war on everything  really quite crap compared to how it used to be
919	surprise	ouch my earphones just shocked me
920	sadness	 im trying to sleep its not working
922	neutral	back from grimsby  it sucks bein back but was amazin wknd anyway
924	neutral	 haha its under 18  so ive got no one to go with  curse none of my friends liking tai lol
925	worry	gorgeous weather but no bike
930	sadness	blackout in the city is never good
931	neutral	 aww maybe i traumatized her 
935	worry	why do i think i have to take medicine cuz i was laughing to hard  my head should not be in this much pain  i thought laughter was gud
936	neutral	ugh  too much happened today  i really need a hug
937	fun	boring  i wanna go for taekwando
938	fun	watching leno for the second to last time on the tonight show
940	worry	my tongue still hurts   i need to sleep
942	sadness	 chris and i are staying in glasgow instead cause there is absolutely no accomodation in edinburgh due to the marathon
943	love	i cant wait till its sunday a new episode of supernatural but then there are only 6 episodes left now
944	neutral	 awww  ok lol hopefully by than im still here and not back over in the states
946	worry	needs a little lie down  not feeling great today  boo
949	worry	its from all that anal sex i forgot the lube  damn  may need to go to the e r 
952	sadness	headache of the century coming i can feel it  fuck 
953	sadness	disappointed to know that i got the silver award  i want the gold award  i hate being second best 
956	worry	i just got mad tired so no sex  sleepytime night
957	sadness	this twitter shit bores me now i c y i havent been on here in a month
963	worry	we can get a temporary tattoo  i would be totally sad if he died 
964	worry	 gray   i so feel neglected
965	worry	 oh so you know how i feel then  damn representative for bank of america tried to make it sound like i did it  what a b  
966	worry	is tired and cold and runny
968	anger	doing a mass cleanout of my room before rearranging it  just sent mother out to buy me a bin and a bookshelf since mine sucks  bad mood
971	surprise	bah i dont think s fb fan page will get to 7500
972	worry	someone save me i dont want to pack anymore
974	love	 the sweety sat on the table this morning just woke up very sweet oh btw i think ill be home around 7 pm  xxx
